pair,universe_mode,peer_group,ticker_y,ticker_x,stage,hedge_mode,entry_threshold,exit_threshold,stop_threshold,max_holding_period,zscore_window,use_volatility_filter,volatility_percentile,cooldown_days,stability_score,training_score,training_candidate_pass,validation_total_return,validation_sharpe,validation_max_drawdown,validation_volatility,validation_profit_factor,validation_trades,validation_turnover,validation_average_holding_period,validation_win_rate,robust_score,weight,segment,train_start,train_end,validation_start,validation_end,test_start,test_end,train_observations,validation_observations,test_observations
TLH/VGLT,etf_peer_groups,long_treasuries,TLH,VGLT,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9126293023590532,0.8153236109249374,True,0.0002646550826348,0.0671400669362119,-0.0044738121510117,0.0078847137296642,1.1522607325326628,2.0,4.0,20.0,0.5,0.8153236109249374,0.25,2,2015-07-06,2017-07-03,2017-07-05,2018-01-02,2018-01-03,2018-04-04,504,126,63
MS/SCHW,stock_peer_groups,capital_markets,MS,SCHW,refinement,kalman,2.0,0.0,3.5,20,33,False,0.9,0,0.8233269851093769,1.1782489816157138,True,0.0197365965473768,0.7215876601593689,-0.0294609698777444,0.0552430820799007,1.950105016595516,4.0,7.0,16.75,0.75,1.1782489816157138,0.25,3,2015-10-02,2017-10-02,2017-10-03,2018-04-04,2018-04-05,2018-07-03,504,126,63
GOOGL/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,GOOGL,refinement,kalman,2.0,0.0,3.5,20,30,False,0.9,0,0.8211522499019175,0.9676357244221248,True,-0.0388594597677076,-1.5094822767054132,-0.043825572193455,0.0504867550272336,0.0,3.0,5.0,15.333333333333334,0.0,0.9676357244221248,0.25,3,2015-10-02,2017-10-02,2017-10-03,2018-04-04,2018-04-05,2018-07-03,504,126,63
HUM/UNH,stock_peer_groups,managed_care,UNH,HUM,refinement,kalman,2.0,0.0,3.5,20,48,False,0.9,0,0.7271124808345438,0.9453187202692892,True,0.0409494163277064,0.8963504927566883,-0.0436092050523383,0.093239963639624,2.6813646271813703,4.0,7.0,13.0,0.75,0.9453187202692892,0.25,3,2015-10-02,2017-10-02,2017-10-03,2018-04-04,2018-04-05,2018-07-03,504,126,63
TLH/VGLT,etf_peer_groups,long_treasuries,TLH,VGLT,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9938099306474156,0.8938099306474157,True,-0.0025736368059546,-0.5755961196853095,-0.0081344920657334,0.0089310018425955,0.4543704079154868,3.0,5.0,18.0,0.3333333333333333,0.8938099306474157,0.25,3,2015-10-02,2017-10-02,2017-10-03,2018-04-04,2018-04-05,2018-07-03,504,126,63
INTU/MSFT,stock_peer_groups,enterprise_software,MSFT,INTU,refinement,kalman,2.0,0.0,3.5,20,33,False,0.9,0,0.8044841900525502,1.1023469603348544,True,-0.000166178292369,-0.0045615485733047,-0.0361963107436464,0.0728544186634696,0.7684510970814832,3.0,5.0,17.333333333333332,0.6666666666666666,1.1023469603348544,0.25,4,2016-01-04,2018-01-02,2018-01-03,2018-07-03,2018-07-05,2018-10-02,504,126,63
AVGO/NXPI,stock_peer_groups,semiconductors,AVGO,NXPI,refinement,kalman,2.0,0.0,3.5,20,36,False,0.9,0,0.7149272451239634,1.0751020213025144,True,0.0277356900468823,0.3762733039149205,-0.0559517112873834,0.1494675492813015,3.1339538580316253,3.0,6.0,20.0,0.6666666666666666,1.0751020213025144,0.25,4,2016-01-04,2018-01-02,2018-01-03,2018-07-03,2018-07-05,2018-10-02,504,126,63
ADSK/NOW,stock_peer_groups,enterprise_software,NOW,ADSK,refinement,kalman,2.0,0.0,3.5,20,40,False,0.9,0,0.8043011365774475,0.98921869461752,True,0.0162529901496299,0.2902392775487404,-0.0735722067160002,0.1129073234499105,5.0,3.0,6.0,19.666666666666668,1.0,0.98921869461752,0.25,4,2016-01-04,2018-01-02,2018-01-03,2018-07-03,2018-07-05,2018-10-02,504,126,63
QQQ/XLK,etf_peer_groups,us_growth_technology,QQQ,XLK,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.9067515669560304,0.9342586173491794,True,0.0013473716765814,0.1589843340986458,-0.0081380565976144,0.0169611602230237,1.3382364876741002,3.0,5.0,18.0,0.6666666666666666,0.9342586173491794,0.25,4,2016-01-04,2018-01-02,2018-01-03,2018-07-03,2018-07-05,2018-10-02,504,126,63
INTU/MSFT,stock_peer_groups,enterprise_software,MSFT,INTU,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.8178158551332071,1.1885148687453748,True,0.0013960633636866,0.0522626879230854,-0.033471189675897,0.0534621511316239,1.082308670573085,3.0,6.0,20.0,0.6666666666666666,1.1885148687453748,0.25,5,2016-04-05,2018-04-04,2018-04-05,2018-10-02,2018-10-03,2019-01-03,504,126,63
NVDA/NXPI,stock_peer_groups,semiconductors,NVDA,NXPI,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.7129933229506883,1.1086638487570248,True,-0.1524160463454595,-2.39815758654358,-0.1561881352762101,0.1174240771696762,0.0,2.0,4.0,13.5,0.0,1.1086638487570248,0.25,5,2016-04-05,2018-04-04,2018-04-05,2018-10-02,2018-10-03,2019-01-03,504,126,63
KO/MNST,stock_peer_groups,beverages,KO,MNST,refinement,kalman,2.0,0.0,3.5,20,37,False,0.9,0,0.9077124516255164,1.0290935455300376,True,-0.0176576432875499,-0.7164093863050851,-0.0382709497730326,0.0488596253451697,0.3953400030185471,2.0,4.0,20.0,0.5,1.0290935455300376,0.25,5,2016-04-05,2018-04-04,2018-04-05,2018-10-02,2018-10-03,2019-01-03,504,126,63
NTRS/SCHW,stock_peer_groups,capital_markets,SCHW,NTRS,refinement,kalman,2.0,0.0,3.5,20,38,False,0.9,0,0.8066311723366822,1.0043618564298744,True,-0.0668225033639512,-1.924844154870812,-0.0983244837623695,0.0671118019841701,0.327286509210204,5.0,9.0,16.4,0.2,1.0043618564298744,0.25,5,2016-04-05,2018-04-04,2018-04-05,2018-10-02,2018-10-03,2019-01-03,504,126,63
CRM/INTU,stock_peer_groups,enterprise_software,CRM,INTU,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.8122650736948958,1.1321916186841667,True,0.0821181173432572,1.576645999267526,-0.056312592289511,0.1084451550709219,3.383222964424819,4.0,8.0,20.0,0.75,1.1321916186841667,0.25,6,2016-07-05,2018-07-03,2018-07-05,2019-01-03,2019-01-04,2019-04-04,504,126,63
CNC/HUM,stock_peer_groups,managed_care,HUM,CNC,refinement,kalman,2.0,0.0,3.5,20,57,False,0.9,0,0.672636175324753,1.0490672321673329,True,0.0503421088309687,0.8295186255083989,-0.0484173140697687,0.1244318601287892,2.541356473477926,4.0,7.0,17.0,0.5,1.0490672321673329,0.25,6,2016-07-05,2018-07-03,2018-07-05,2019-01-03,2019-01-04,2019-04-04,504,126,63
ADI/MU,stock_peer_groups,semiconductors,MU,ADI,refinement,kalman,2.0,0.0,3.5,20,30,False,0.9,0,0.7347991122030099,1.0334576413322702,True,-0.1234291953367235,-1.896766360731433,-0.1444715859747486,0.1221150001430103,0.0,3.0,6.0,18.666666666666668,0.0,1.0334576413322702,0.25,6,2016-07-05,2018-07-03,2018-07-05,2019-01-03,2019-01-04,2019-04-04,504,126,63
NTRS/SCHW,stock_peer_groups,capital_markets,SCHW,NTRS,refinement,kalman,2.0,0.0,3.5,20,37,False,0.9,0,0.729988409491451,0.983006104368178,True,0.0215732463004372,0.7217113152979673,-0.0348611766286203,0.0604284519757157,2.9611445487009163,2.0,4.0,20.0,0.5,0.983006104368178,0.25,6,2016-07-05,2018-07-03,2018-07-05,2019-01-03,2019-01-04,2019-04-04,504,126,63
ADBE/CRM,stock_peer_groups,enterprise_software,CRM,ADBE,refinement,kalman,2.0,0.0,3.5,20,29,False,0.9,0,0.903799787469578,1.24174844752625,True,-0.0212390698711266,-0.5602323247693154,-0.0699045842800409,0.0750171666202375,0.5675287714931105,3.0,5.0,18.0,0.3333333333333333,1.24174844752625,0.25,7,2016-10-03,2018-10-02,2018-10-03,2019-04-04,2019-04-05,2019-07-05,504,126,63
CNC/UNH,stock_peer_groups,managed_care,UNH,CNC,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.9734664555803716,1.1748063805400266,True,0.0386333339943121,0.7073658061940715,-0.0727210163602671,0.1113415460494172,3.297946997066622,3.0,6.0,20.0,0.6666666666666666,1.1748063805400266,0.25,7,2016-10-03,2018-10-02,2018-10-03,2019-04-04,2019-04-05,2019-07-05,504,126,63
INTU/MSFT,stock_peer_groups,enterprise_software,MSFT,INTU,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.9009255056006948,1.065376220153038,True,0.0188559158997803,0.4810747144035834,-0.0307488351204046,0.0791298653290778,2.654956618447368,4.0,7.0,16.25,0.75,1.065376220153038,0.25,7,2016-10-03,2018-10-02,2018-10-03,2019-04-04,2019-04-05,2019-07-05,504,126,63
IEI/SCHR,etf_peer_groups,intermediate_treasuries,IEI,SCHR,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.7468895009342654,0.6468895009342653,True,-0.0005877012751358,-0.1984875267953665,-0.0034141392094234,0.0059200554133274,0.8043906567873744,5.0,9.0,16.4,0.4,0.6468895009342653,0.25,7,2016-10-03,2018-10-02,2018-10-03,2019-04-04,2019-04-05,2019-07-05,504,126,63
CNC/HUM,stock_peer_groups,managed_care,HUM,CNC,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.888705260864553,1.2782488647651542,True,0.0226299979973534,0.5699951466086428,-0.0489251143767139,0.080302636042433,2.063856610291888,2.0,4.0,20.0,0.5,1.2782488647651542,0.25,8,2017-01-03,2019-01-03,2019-01-04,2019-07-05,2019-07-08,2019-10-03,504,126,63
AXP/V,stock_peer_groups,payments_credit,V,AXP,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.7260834127810138,1.0862422655727493,True,0.0197719225917549,0.823413017527317,-0.0243588071309073,0.0484990803599477,4.184657876234674,2.0,4.0,20.0,0.5,1.0862422655727493,0.25,8,2017-01-03,2019-01-03,2019-01-04,2019-07-05,2019-07-08,2019-10-03,504,126,63
CRM/INTU,stock_peer_groups,enterprise_software,CRM,INTU,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9856822720169032,1.0449709866462469,True,0.0858731740702762,1.7713323641654437,-0.042700241069436,0.1011219315974325,17.481533814388193,5.0,10.0,20.0,0.6,1.0449709866462469,0.25,8,2017-01-03,2019-01-03,2019-01-04,2019-07-05,2019-07-08,2019-10-03,504,126,63
ADI/MU,stock_peer_groups,semiconductors,MU,ADI,refinement,kalman,2.0,0.0,3.5,20,29,False,0.9,0,0.7191823014100311,0.9527126308322248,True,0.0347302225984862,0.4863108159483646,-0.0666538667036552,0.1453116633256542,1.4867450329666936,5.0,9.0,13.8,0.4,0.9527126308322248,0.25,8,2017-01-03,2019-01-03,2019-01-04,2019-07-05,2019-07-08,2019-10-03,504,126,63
CNC/HUM,stock_peer_groups,managed_care,HUM,CNC,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.7389621447041417,1.0719440126859616,True,-0.0910553783477822,-1.7448443797028976,-0.1077615549269155,0.099619012899651,0.0,3.0,6.0,20.0,0.0,1.0719440126859616,0.25,9,2017-04-04,2019-04-04,2019-04-05,2019-10-03,2019-10-04,2020-01-03,504,126,63
AMZN/GOOGL,stock_peer_groups,mega_cap_platforms,GOOGL,AMZN,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.7794152295786553,0.9369523102657926,True,-0.0092898557058551,-0.3458348121038072,-0.0193100227463021,0.0534746918049523,0.5595950787190157,3.0,5.0,14.0,0.3333333333333333,0.9369523102657926,0.25,9,2017-04-04,2019-04-04,2019-04-05,2019-10-03,2019-10-04,2020-01-03,504,126,63
INTU/NOW,stock_peer_groups,enterprise_software,INTU,NOW,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.8258875811209649,0.8432744774520728,True,-0.0151553319954371,-0.351667745580984,-0.0392638237540154,0.0855380690466399,0.8235556754219002,4.0,7.0,15.0,0.5,0.8432744774520728,0.25,9,2017-04-04,2019-04-04,2019-04-05,2019-10-03,2019-10-04,2020-01-03,504,126,63
EFA/VEA,etf_peer_groups,developed_international,EFA,VEA,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9142974405051288,0.816258340793425,True,-0.0077841941520216,-2.579694049488765,-0.0077841941520216,0.0060114859855262,0.0,3.0,6.0,20.0,0.0,0.816258340793425,0.25,9,2017-04-04,2019-04-04,2019-04-05,2019-10-03,2019-10-04,2020-01-03,504,126,63
CNC/HUM,stock_peer_groups,managed_care,HUM,CNC,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.8870487376554188,1.0748778509342478,True,-0.0916233967585424,-1.5124080687110029,-0.1259358892391692,0.1156116198404936,0.0,4.0,7.0,18.25,0.0,1.0748778509342478,0.3333333333333333,10,2017-07-05,2019-07-05,2019-07-08,2020-01-03,2020-01-06,2020-04-03,504,126,63
AXP/V,stock_peer_groups,payments_credit,V,AXP,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.7270391377108427,0.8778416113515041,True,0.0219358306055819,1.0098107825062657,-0.0253086436252277,0.0439219333402645,11.287104066722586,2.0,4.0,20.0,0.5,0.8778416113515041,0.3333333333333333,10,2017-07-05,2019-07-05,2019-07-08,2020-01-03,2020-01-06,2020-04-03,504,126,63
CSX/UNP,stock_peer_groups,railroads,UNP,CSX,refinement,kalman,2.0,0.0,3.5,20,45,False,0.9,0,0.717905902395736,0.7125398718847044,True,0.0283788838483285,0.7693622638295068,-0.0493087670440235,0.074819277538533,1.8444228366935067,4.0,8.0,15.5,0.5,0.7125398718847044,0.3333333333333333,10,2017-07-05,2019-07-05,2019-07-08,2020-01-03,2020-01-06,2020-04-03,504,126,63
CNC/UNH,stock_peer_groups,managed_care,UNH,CNC,refinement,kalman,2.0,0.0,3.5,20,39,False,0.9,0,0.874510921538034,1.2050846812088158,True,0.1413421419883498,2.398281332078588,-0.0356233377620776,0.1261994917069374,5.0,4.0,7.0,15.25,1.0,1.2050846812088158,0.25,11,2017-10-03,2019-10-03,2019-10-04,2020-04-03,2020-04-06,2020-07-06,504,126,63
ABBV/MRK,stock_peer_groups,large_pharma,MRK,ABBV,refinement,kalman,2.0,0.0,3.5,20,32,False,0.9,0,0.6726660551875097,1.027270932625939,True,0.0207002705290655,0.2192042252627977,-0.1304260796041256,0.1908222444524502,1.4786930898822228,4.0,7.0,18.5,0.25,1.027270932625939,0.25,11,2017-10-03,2019-10-03,2019-10-04,2020-04-03,2020-04-06,2020-07-06,504,126,63
ADBE/NOW,stock_peer_groups,enterprise_software,ADBE,NOW,refinement,kalman,2.0,0.0,3.5,20,39,False,0.9,0,0.7134926529482533,0.9810056495087032,True,0.0859138136224211,1.131205665084538,-0.0482980308445494,0.1584228369317772,4.883416633613833,4.0,7.0,14.75,0.75,0.9810056495087032,0.25,11,2017-10-03,2019-10-03,2019-10-04,2020-04-03,2020-04-06,2020-07-06,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,38,False,0.9,0,0.7256129775287987,0.9723771229211984,True,-0.0842465165971707,-1.4122910189000673,-0.1542618350676782,0.114279249443421,0.4426234332997473,3.0,6.0,15.0,0.3333333333333333,0.9723771229211984,0.25,11,2017-10-03,2019-10-03,2019-10-04,2020-04-03,2020-04-06,2020-07-06,504,126,63
AXP/MA,stock_peer_groups,payments_credit,MA,AXP,refinement,kalman,2.0,0.0,3.5,20,26,False,0.9,0,0.7202637342195664,1.066643729882882,True,0.0909330974931588,1.307946584448251,-0.0568768723416877,0.1453691041107961,15.11828307938342,4.0,8.0,20.0,0.75,1.066643729882882,0.25,12,2018-01-03,2020-01-03,2020-01-06,2020-07-06,2020-07-07,2020-10-02,504,126,63
MCHP/NXPI,stock_peer_groups,semiconductors,MCHP,NXPI,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.8053653000804998,0.9177717997562632,True,0.2229088502241201,2.3614959238608537,-0.0871939419649396,0.2098271908707626,3.790785365039113,5.0,10.0,16.8,0.8,0.9177717997562632,0.25,12,2018-01-03,2020-01-03,2020-01-06,2020-07-06,2020-07-07,2020-10-02,504,126,63
QQQ/XLK,etf_peer_groups,us_growth_technology,QQQ,XLK,refinement,kalman,2.0,0.0,3.5,20,26,False,0.9,0,0.7580366912296357,0.8477848874841858,True,-0.0182263446423508,-1.0248735528441617,-0.0240434877844044,0.0352438498831789,0.2936757105409279,5.0,9.0,13.2,0.4,0.8477848874841858,0.25,12,2018-01-03,2020-01-03,2020-01-06,2020-07-06,2020-07-07,2020-10-02,504,126,63
NSC/UNP,stock_peer_groups,railroads,UNP,NSC,refinement,kalman,2.0,0.0,3.5,20,30,False,0.9,0,0.8193737579059492,0.8178321952702939,True,-0.0402597388012018,-0.9479622623113496,-0.0706814306325896,0.0832297172270229,0.0,2.0,4.0,14.0,0.0,0.8178321952702939,0.25,12,2018-01-03,2020-01-03,2020-01-06,2020-07-06,2020-07-07,2020-10-02,504,126,63
NOW/ORCL,stock_peer_groups,enterprise_software,ORCL,NOW,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.7749801900019606,1.017101612113234,True,-0.1319630543792841,-1.7003124376694558,-0.148943241333595,0.1449803316003154,0.0,4.0,8.0,20.0,0.0,1.017101612113234,0.25,13,2018-04-05,2020-04-03,2020-04-06,2020-10-02,2020-10-05,2021-01-04,504,126,63
ADSK/CRM,stock_peer_groups,enterprise_software,CRM,ADSK,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.8701883198691216,1.00606622872233,True,-0.0941101345013124,-0.7206223488891105,-0.1953898389235872,0.2489009005386401,0.5767436301511484,2.0,4.0,19.0,0.5,1.00606622872233,0.25,13,2018-04-05,2020-04-03,2020-04-06,2020-10-02,2020-10-05,2021-01-04,504,126,63
MA/V,stock_peer_groups,payments_credit,V,MA,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.7251403805079061,0.8853112693108692,True,0.0370979441970924,1.8096154638973825,-0.0109832836106225,0.0417614390269827,5.0,3.0,6.0,20.0,1.0,0.8853112693108692,0.25,13,2018-04-05,2020-04-03,2020-04-06,2020-10-02,2020-10-05,2021-01-04,504,126,63
ADI/AVGO,stock_peer_groups,semiconductors,AVGO,ADI,refinement,kalman,2.0,0.0,3.5,20,38,False,0.9,0,0.6963111636834298,0.8614921921826345,True,-0.0170492781082816,-0.4484759895315211,-0.0398008784402723,0.075383920481151,0.7036154324414239,3.0,6.0,20.0,0.3333333333333333,0.8614921921826345,0.25,13,2018-04-05,2020-04-03,2020-04-06,2020-10-02,2020-10-05,2021-01-04,504,126,63
MCHP/NXPI,stock_peer_groups,semiconductors,MCHP,NXPI,refinement,kalman,2.0,0.0,3.5,20,24,False,0.9,0,0.8773815299460457,1.2753760835182928,True,0.0201569770727931,0.4680473827108883,-0.0765712737730764,0.0870002896596736,2.008446840681225,3.0,6.0,20.0,0.3333333333333333,1.2753760835182928,0.25,14,2018-07-05,2020-07-06,2020-07-07,2021-01-04,2021-01-05,2021-04-06,504,126,63
MA/V,stock_peer_groups,payments_credit,V,MA,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.8407456271825043,0.9346022130241328,True,-9.496662915853273e-05,-0.0037479751328036,-0.043904683807444,0.0506738259798131,1.0177766375828137,2.0,4.0,20.0,0.5,0.9346022130241328,0.25,14,2018-07-05,2020-07-06,2020-07-07,2021-01-04,2021-01-05,2021-04-06,504,126,63
HUM/UNH,stock_peer_groups,managed_care,UNH,HUM,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.8056439539996695,0.8637743134599436,True,-0.0146429672040148,-0.5562375516924715,-0.0455956793132662,0.0522645726291501,0.627781131852402,4.0,7.0,16.5,0.75,0.8637743134599436,0.25,14,2018-07-05,2020-07-06,2020-07-07,2021-01-04,2021-01-05,2021-04-06,504,126,63
EEM/IEMG,etf_peer_groups,emerging_markets,EEM,IEMG,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9578115318012626,0.8578115318012625,True,-0.005160856557152,-1.8729439615148025,-0.0063175518495901,0.005496736093254,0.0,3.0,6.0,20.0,0.0,0.8578115318012625,0.25,14,2018-07-05,2020-07-06,2020-07-07,2021-01-04,2021-01-05,2021-04-06,504,126,63
CSX/NSC,stock_peer_groups,railroads,CSX,NSC,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.829165756234514,1.0586974409718224,True,-0.0336560271921279,-0.9848360684756848,-0.055175777693026,0.0671983168938257,0.347735269963803,4.0,7.0,18.0,0.5,1.0586974409718224,0.25,15,2018-10-03,2020-10-02,2020-10-05,2021-04-06,2021-04-07,2021-07-06,504,126,63
COST/WMT,stock_peer_groups,big_box_retail,WMT,COST,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9657436113022791,1.0040833318018765,True,0.0204244199777368,0.7941981331973248,-0.0386176186150896,0.0519593224435946,5.0,2.0,4.0,20.0,1.0,1.0040833318018765,0.25,15,2018-10-03,2020-10-02,2020-10-05,2021-04-06,2021-04-07,2021-07-06,504,126,63
AVGO/MCHP,stock_peer_groups,semiconductors,AVGO,MCHP,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.8208769343450777,0.9844623640418316,True,-0.0398091737128092,-0.8877003391457818,-0.0570084657808772,0.0879053140714266,0.1429913014442569,4.0,7.0,18.75,0.25,0.9844623640418316,0.25,15,2018-10-03,2020-10-02,2020-10-05,2021-04-06,2021-04-07,2021-07-06,504,126,63
INTU/ORCL,stock_peer_groups,enterprise_software,ORCL,INTU,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.7388778894428156,0.901187404503472,True,-0.181901309777736,-2.92814308591252,-0.181901309777736,0.1129434332112062,0.0,4.0,8.0,17.5,0.0,0.901187404503472,0.25,15,2018-10-03,2020-10-02,2020-10-05,2021-04-06,2021-04-07,2021-07-06,504,126,63
NSC/UNP,stock_peer_groups,railroads,UNP,NSC,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.8878229122471882,1.1960632978267278,True,0.0251697278554754,1.0202262326555498,-0.0303266061545441,0.0499624193926007,2.5191833714852483,4.0,8.0,20.0,0.75,1.1960632978267278,0.25,16,2019-01-04,2021-01-04,2021-01-05,2021-07-06,2021-07-07,2021-10-04,504,126,63
AVGO/MCHP,stock_peer_groups,semiconductors,AVGO,MCHP,refinement,kalman,2.0,0.0,3.5,20,24,False,0.9,0,0.8826133018362561,1.1669312513699002,True,0.0717715498581905,2.1384822227862585,-0.0482524608774941,0.0695326121961827,3.650289907530015,4.0,7.0,16.5,0.75,1.1669312513699002,0.25,16,2019-01-04,2021-01-04,2021-01-05,2021-07-06,2021-07-07,2021-10-04,504,126,63
